"","returns.z"
"1",-0.219941972418931
"2",-0.0672907135474363
"3",-0.168461707190252
"4",0.0362694468330556
"5",0.0509105106444305
"6",0.0502991237602279
"7",0.24682334247064
"8",0.0840722922980877
"9",-0.236399603093864
"10",-0.0843299596851563
"11",0.0195445960729701
"12",-0.0673953520004664
"13",0.059242833562861
"14",-0.172248566329814
"15",0.0786183904574775
"16",0.313689329300494
"17",-0.0802972110529985
"18",-0.0576111791115321
"19",-0.150732846821966
"20",0.158689694712421
"21",-0.0530590989528812
"22",0.0475854096117831
"23",0.119281704288801
"24",-0.0897576387431058
"25",-0.441372325916101
"26",-0.0118541858580166
"27",-0.283941896374426
"28",-0.236410778691249
"29",0.263513149653134
"30",-0.0748370738462714
"31",0.0268936684674079
"32",-0.161365027025536
"33",0.0183419393478124
"34",-0.0871792667483069
"35",-0.162955678841795
"36",0.00124734954428929
"37",-0.00725638114591121
"38",0.0273718246211483
"39",0.066750489546425
"40",0.136327479926524
"41",0.0830145691111093
"42",-0.0430385645692417
"43",0.0364087060305724
"44",0.200418698383984
"45",-0.120887805103604
"46",-0.0548022277643097
"47",-0.119023101200559
"48",-0.0153455696746603
"49",0.0126006891833952
"50",0.373012305868107
"51",-0.0805569546636684
"52",0.0357514100475673
"53",-0.141027498333989
"54",0.0898075204170166
"55",-0.0109409432800782
"56",-0.199873461475091
"57",0.00570072802768751
"58",-0.211019337116403
"59",0.0639021305478407
"60",-0.0812507688824535
"61",-0.0261728743040233
"62",-0.0453742769880248
"63",-0.100541229221878
"64",-0.0188415508166289
"65",-0.110818869232272
"66",-0.017374797723773
"67",-0.0469491081109035
"68",0.159165674130934
"69",-0.165019685339046
"70",0.0082545610577478
"71",0.0496135147635544
"72",0.0295461440938114
"73",0.0302344986952754
"74",0.0521909570724559
"75",0.139704924233871
"76",-0.0977586894039084
"77",-0.255013951562874
"78",0.031416196233379
"79",-0.0253043670337458
"80",-0.0905366450353147
"81",-0.0762079404439246
"82",-0.0222659594655119
"83",-0.0163705500296181
"84",0.0764474115984761
"85",0.202170820753889
"86",-0.0275238987130435
"87",0.082765086108179
"88",0.143899054011476
"89",0.0149013865433365
"90",-0.0187301892516682
"91",-0.268190217355365
"92",-0.116328522493947
"93",-0.271908559833053
"94",-0.0286690766644937
"95",0.0252294648595361
"96",0.14230540411842
"97",0.118038430881881
"98",-0.00306905611741781
"99",0.237466712845764
"100",0.165262415443526
"101",-0.130795412805648
"102",0.0705217567907703
"103",-0.0728664237500247
"104",0.0982933484347339
"105",0.11130028704561
"106",-0.10747781477614
"107",-0.032601436819514
"108",-0.0642076756296732
"109",0.0446006496402669
"110",0.350012932951768
"111",0.0489300340906333
"112",-0.0108478363878977
"113",0.0346385048620332
"114",0.0244760724956992
"115",0.0919728703898066
"116",-0.112360152142348
"117",-0.0469411023687849
"118",-0.237862898020181
"119",0.0329064817125304
"120",-0.0392557093911892
"121",-0.0476534128818527
"122",-0.00615386557437825
"123",0.0564036709312954
"124",0.0292579157571975
"125",0.044572193714473
"126",-0.0548235016119132
"127",0.0361041024411519
"128",-0.0174520179112263
"129",0.263736777004369
"130",0.622155244504082
"131",-0.0989568351930867
